Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
400481;1000009247148378200;63721295316245;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400482;1000009247158361700;63721295316245;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400483;1000009247168240000;63721295316262;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400484;1000009247177895400;63721295316262;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400485;1000009247187902000;63721295316278;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400486;1000009247198126000;63721295316295;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400487;1000009247210218700;63721295316295;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400488;1000009247218425700;63721295316312;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400489;1000009247228302500;63721295316312;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400490;1000009247237953400;63721295316328;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400491;1000009247248762500;63721295316345;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400492;1000009247258334900;63721295316345;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400493;1000009247268356200;63721295316362;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400494;1000009247278514400;63721295316362;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400495;1000009247288267900;63721295316378;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400496;1000009247298692400;63721295316395;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400497;1000009247308253600;63721295316395;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400498;1000009247320803600;63721295316412;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400499;1000009247328406400;63721295316412;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400500;1000009247338138800;63721295316428;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400501;1000009247348357500;63721295316445;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400502;1000009247358350400;63721295316445;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400503;1000009247368227500;63721295316462;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400504;1000009247378322500;63721295316462;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400505;1000009247388367200;63721295316479;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400506;1000009247398696500;63721295316495;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400507;1000009247408263300;63721295316495;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400508;1000009247424274800;63721295316512;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400509;1000009247433481000;63721295316528;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400510;1000009247442649400;63721295316528;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400511;1000009247456687600;63721295316545;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400512;1000009247461864000;63721295316545;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400513;1000009247472929800;63721295316561;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400514;1000009247483424900;63721295316578;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400515;1000009247493371800;63721295316578;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400516;1000009247502640700;63721295316595;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400517;1000009247510782300;63721295316595;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400518;1000009247521331100;63721295316612;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400519;1000009247529333700;63721295316612;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400520;1000009247539169100;63721295316628;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400521;1000009247549414600;63721295316645;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400522;1000009247558882300;63721295316645;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400523;1000009247568925600;63721295316662;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400524;1000009247579124400;63721295316662;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400525;1000009247596531000;63721295316678;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400526;1000009247598982500;63721295316695;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400527;1000009247609022300;63721295316695;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400528;1000009247619260500;63721295316712;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400529;1000009247629386200;63721295316712;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400530;1000009247638622200;63721295316728;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400531;1000009247652646500;63721295316745;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400532;1000009247659286300;63721295316745;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400533;1000009247673314500;63721295316761;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400534;1000009247679249400;63721295316761;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400535;1000009247688968600;63721295316778;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400536;1000009247699124900;63721295316795;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400537;1000009247714218100;63721295316811;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400538;1000009247724113200;63721295316811;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400539;1000009247738868500;63721295316828;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400540;1000009247746443800;63721295316828;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400541;1000009247753972900;63721295316845;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400542;1000009247759059400;63721295316845;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400543;1000009247769284800;63721295316861;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400544;1000009247779602800;63721295316861;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400545;1000009247789757700;63721295316878;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400546;1000009247800429500;63721295316895;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400547;1000009247809563700;63721295316895;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400548;1000009247819963900;63721295316912;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400549;1000009247829551100;63721295316912;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400550;1000009247839672400;63721295316928;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400551;1000009247849519700;63721295316945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400552;1000009247859851900;63721295316945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400553;1000009247869482800;63721295316962;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400554;1000009247879667100;63721295316962;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400555;1000009247889560800;63721295316978;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400556;1000009247899185100;63721295316995;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400557;1000009247909059100;63721295316995;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400558;1000009247919147500;63721295317012;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400559;1000009247929067700;63721295317012;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400560;1000009247939139100;63721295317028;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400561;1000009247949304100;63721295317045;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400562;1000009247959234200;63721295317045;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400563;1000009247969345800;63721295317061;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400564;1000009247979361500;63721295317061;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400565;1000009247998789800;63721295317095;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400566;1000009248006295700;63721295317095;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400567;1000009248017185300;63721295317111;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400568;1000009248029560400;63721295317111;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400569;1000009248035849400;63721295317128;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400570;1000009248044480200;63721295317128;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400571;1000009248055071300;63721295317145;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400572;1000009248063203700;63721295317145;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400573;1000009248073960900;63721295317162;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400574;1000009248081715700;63721295317178;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400575;1000009248089803500;63721295317178;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400576;1000009248100023300;63721295317195;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400577;1000009248109592700;63721295317195;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400578;1000009248119625900;63721295317212;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400579;1000009248129583200;63721295317212;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400580;1000009248139700500;63721295317228;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400581;1000009248149884300;63721295317245;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400582;1000009248159847700;63721295317245;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400583;1000009248169929700;63721295317262;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400584;1000009248179852200;63721295317262;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400585;1000009248189953700;63721295317279;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400586;1000009248199872500;63721295317295;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400587;1000009248209729400;63721295317295;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400588;1000009248219905000;63721295317312;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400589;1000009248229947400;63721295317312;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400590;1000009248239985100;63721295317328;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400591;1000009248249746400;63721295317345;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400592;1000009248259696000;63721295317345;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400593;1000009248269879300;63721295317362;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400594;1000009248279855800;63721295317362;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400595;1000009248289814400;63721295317378;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400596;1000009248300163000;63721295317395;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400597;1000009248310280400;63721295317395;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400598;1000009248320303000;63721295317412;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400600;1000009248341098700;63721295317428;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400601;1000009248350651800;63721295317445;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400602;1000009248360386100;63721295317445;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400603;1000009248370403300;63721295317462;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400604;1000009248380304400;63721295317462;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400605;1000009248390490200;63721295317478;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400606;1000009248400458300;63721295317495;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400607;1000009248410481000;63721295317495;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400608;1000009248420667300;63721295317512;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400609;1000009248430625900;63721295317528;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400610;1000009248440695300;63721295317528;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400611;1000009248450628300;63721295317545;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400612;1000009248460729700;63721295317545;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400613;1000009248470615300;63721295317561;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400614;1000009248480775900;63721295317579;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400615;1000009248490557500;63721295317579;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400616;1000009248500312100;63721295317595;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400617;1000009248510718900;63721295317595;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400618;1000009248528575800;63721295317612;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400619;1000009248537376000;63721295317628;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400620;1000009248547154500;63721295317645;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400621;1000009248556098600;63721295317645;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400622;1000009248565459000;63721295317661;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400623;1000009248575238000;63721295317661;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400624;1000009248586298800;63721295317678;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400625;1000009248597339800;63721295317695;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400626;1000009248608539600;63721295317695;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400627;1000009248617336400;63721295317712;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400628;1000009248623114100;63721295317712;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400629;1000009248631182000;63721295317728;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400630;1000009248641009100;63721295317728;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400631;1000009248651033200;63721295317745;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400632;1000009248660977300;63721295317745;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400633;1000009248670579600;63721295317761;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400634;1000009248680702000;63721295317778;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400635;1000009248690671900;63721295317778;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400636;1000009248700774800;63721295317795;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400637;1000009248710831000;63721295317795;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400638;1000009248720669700;63721295317812;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400639;1000009248730839600;63721295317828;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400640;1000009248740860800;63721295317828;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400641;1000009248750738100;63721295317845;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400642;1000009248760752000;63721295317845;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400643;1000009248770759900;63721295317861;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400644;1000009248780909500;63721295317878;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400645;1000009248790866900;63721295317878;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400646;1000009248800925700;63721295317895;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400647;1000009248811037000;63721295317895;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400648;1000009248820832900;63721295317911;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400649;1000009248831077600;63721295317928;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400650;1000009248841129900;63721295317928;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400651;1000009248851054700;63721295317945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400652;1000009248861060800;63721295317945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400653;1000009248871162300;63721295317962;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400654;1000009248881057500;63721295317978;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400655;1000009248890961500;63721295317978;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400656;1000009248901294300;63721295317995;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400657;1000009248911724300;63721295317995;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400658;1000009248921587600;63721295318011;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400659;1000009248931738600;63721295318028;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400660;1000009248941303700;63721295318028;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400661;1000009248951485500;63721295318045;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400662;1000009248961501300;63721295318045;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400663;1000009248971524800;63721295318062;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400664;1000009248981360800;63721295318078;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400665;1000009248991344200;63721295318078;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400666;1000009249001302700;63721295318095;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400667;1000009249011487300;63721295318095;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400668;1000009249021613200;63721295318112;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400669;1000009249031866600;63721295318128;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400670;1000009249041914400;63721295318128;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400671;1000009249051907500;63721295318145;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400672;1000009249075960500;63721295318161;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
400673;1000009249080303400;63721295318178;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
